acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,id
0.843,0.433,87561,0.778,0.0,4,0.139,-7.681,1,0.041,114.208,4,0.764,1HLCN534JKZNojcDgbYTVb
0.512,0.651,214814,0.446,0.00313,6,0.428,-6.206,1,0.0272,120.038,4,0.531,7plUPjUPUPFkLOUcRQkBOF
0.765,0.408,218427,0.33,1.94e-05,1,0.0965,-4.873,1,0.0305,134.303,3,0.224,1DK66QMkNTmt81BW3vY58m
0.00064,0.582,258266,0.656,0.000521,11,0.108,-7.342,1,0.0542,109.88,4,0.339,2FDv7BzyHom7tu2xdJ8CBL
0.0588,0.477,236626,0.649,0.0,6,0.0882,-7.112,0,0.032,130.031,4,0.528,6bbKNCZcVJAgbI8LaE4EOf
0.00763,0.662,430031,0.738,0.911,2,0.103,-10.308,1,0.0349,124.996,4,0.0542,37WaRvUdhksv1AL5I7RB6k
0.649,0.298,305053,0.48,0.785,8,0.0964,-13.357,1,0.0316,94.209,4,0.417,6BQNE15aLnoEbaymw98sYE
0.523,0.551,267453,0.328,0.431,7,0.116,-11.37,1,0.0293,129.13,4,0.18,2hKyfBlD0lCVOkXm4pMeX6
0.723,0.609,173207,0.583,0.00111,11,0.0636,-10.062,0,0.0314,121.96,4,0.0851,5AzTltq8p1hVjYmch3adSB
0.0468,0.491,257011,0.783,0.0186,6,0.136,-6.935,1,0.031,104.841,4,0.621,0U2QUzzu6z7x5yxVM5YxSN
0.458,0.775,226920,0.523,0.000173,0,0.0633,-7.604,1,0.028,103.018,4,0.557,0HLo7zx9fmwG7fJQoIU7uE
0.0566,0.675,235878,0.804,0.000253,2,0.0484,-3.539,0,0.0454,109.983,4,0.743,28sENdIfTtSk2AouGXDPbj
0.119,0.426,368880,0.67,0.0,9,0.102,-4.449,1,0.0464,75.948,4,0.331,5qn7p3xVb3vRp1d8464wXO
0.804,0.516,337360,0.292,3.84e-05,2,0.104,-9.404,0,0.0798,76.459,4,0.108,0r7ZZYfxL62QF13OxHFGlY
0.351,0.699,210760,0.857,0.0,8,0.206,-5.982,1,0.259,84.983,4,0.683,3Jn2o0CZ5DpQUHh3cJTN5W
0.000224,0.328,282093,0.826,0.000944,6,0.0818,-5.085,1,0.0362,106.606,4,0.341,6264zKFgXM13JuRBX4MMyD
0.802,0.389,221040,0.632,0.0,11,0.35,-4.793,1,0.0387,129.18,4,0.246,6maQjNJLn9kOCv6eba0qZC
0.97,0.401,130255,0.165,0.929,0,0.121,-14.152,0,0.0352,111.885,3,0.0881,6aF7MKsIbYTQyRq4ep2l7b
0.00156,0.811,340206,0.493,0.483,2,0.0576,-15.424,1,0.0525,120.043,4,0.952,3Q9h5BkjKxKdZYwYup5Sgy
0.225,0.602,181216,0.827,0.0,8,0.153,-6.135,1,0.0746,142.077,4,0.415,5YWkVv6eln8zds6BHWbj81
0.366,0.81,150863,0.828,5.93e-06,2,0.0554,-3.237,1,0.274,105.403,4,0.802,4WSb5aJ9ZJQXkCdjrt9jYR
0.574,0.697,214500,0.394,0.00151,6,0.084,-9.857,1,0.519,120.635,4,0.467,2Yc8NTtvGlGRqBrky67EsU
0.0407,0.741,289440,0.932,0.779,6,0.118,-3.266,1,0.0821,125.009,4,0.0652,78fE9Tgj8SnKaIRWWcKDIF
0.0165,0.702,124800,0.776,0.0,2,0.0843,-6.383,1,0.342,100.18,4,0.58,4K6YBYaGK39rA4y7Xj9btR
0.616,0.872,208623,0.254,0.0,7,0.103,-10.88,0,0.465,68.014,4,0.445,1PGtBHSMfnuEIR1OWlhtrF
0.00661,0.539,277853,0.705,9.5e-05,2,0.117,-6.926,1,0.0274,107.001,4,0.328,1axUIOWOLCGMJkGwTKgzda
0.317,0.711,155589,0.804,0.0,10,0.449,-4.093,1,0.0762,145.005,4,0.805,2gXGK8iyYAMEI3ztx3ppyZ
0.29,0.675,239707,0.748,8.07e-06,0,0.0603,-6.585,1,0.0314,146.146,4,0.925,7EjqwqoZbsuTrWYckzZGfX
0.594,0.636,252533,0.672,0.0,10,0.102,-9.373,1,0.0381,94.646,4,0.962,4WNSWdnNbNhBd79seIDmSr
0.267,0.358,200000,0.414,0.152,7,0.116,-8.966,1,0.0354,172.154,5,0.0756,64QfWs1bXsSJoGKFk3bcHw
0.246,0.36,258154,0.673,0.00218,4,0.103,-9.942,0,0.417,92.741,4,0.3,6l5lZiVi7GtwtrgKXDs84b
0.335,0.647,155300,0.758,0.0,8,0.0549,-5.573,1,0.154,171.817,4,0.872,3OQZG9sYFmXFsnYY9H1wL0
0.802,0.356,211449,0.357,1.97e-06,9,0.105,-7.919,0,0.0359,119.959,4,0.077,4yRRyDry6zWKxVFE6uG1Kv
0.347,0.751,225813,0.641,3.36e-06,9,0.406,-8.673,0,0.0666,111.955,4,0.253,4fTzuI49mCRqqMZYEfov51
0.135,0.709,215203,0.607,0.00232,0,0.0421,-5.755,0,0.0346,156.008,4,0.569,4VOeWNZHZd0C6GvN8rpkvB
0.00189,0.407,220367,0.983,0.00261,10,0.0479,-4.968,0,0.199,170.147,4,0.432,1m4ASjDICPuVQpJMuNVU4y
0.0187,0.691,170625,0.774,5.44e-05,6,0.0777,-7.085,0,0.0339,128.017,4,0.41,0FJUQ8cz1lgSwqkcfUNWpj
0.379,0.676,290333,0.458,0.0,1,0.122,-6.172,1,0.418,84.188,4,0.723,5S77ELEkmvTrKzIKwJkPhi
0.00371,0.714,175022,0.929,0.000317,11,0.0759,-5.087,0,0.0328,125.012,4,0.865,1KLXVztXzDvEPSQQUl5Zfn
0.602,0.614,274220,0.479,0.0,0,0.275,-8.731,0,0.0365,127.999,4,0.295,4JrKDgFoG7Hi78m0Gk9JQ8
0.211,0.678,322307,0.53,0.0,7,0.223,-7.677,0,0.0267,92.0,4,0.322,7uH1SUibVsXRmRnGsBus2A
0.11,0.718,245400,0.56,2.35e-05,1,0.0615,-7.069,1,0.0332,110.017,4,0.581,0oDSehUX0mG2xZFaX5OkAv
0.776,0.841,203931,0.285,1.09e-06,8,0.0887,-12.668,0,0.0855,104.123,4,0.849,3iSTbXEt3Uvu9jbJucq6rP
0.284,0.593,190575,0.531,0.0,1,0.0785,-6.054,0,0.0409,137.852,3,0.51,0UWt8PbXRSS69MsdzyEekU
0.0635,0.658,408801,0.432,0.846,0,0.333,-14.211,1,0.0431,97.991,4,0.0377,6PnICWvhq8uTAoiqoPyfcZ
0.0247,0.653,314057,0.996,0.0136,9,0.381,1.33,0,0.0843,174.98,4,0.109,5IlathkblRHamgistT3Yp1
0.809,0.105,333547,0.352,0.915,2,0.0772,-10.519,0,0.0352,91.438,3,0.0388,3Lc5bJfhJ5Fm8yGpoUOnnW
0.00313,0.506,171723,0.861,0.0,1,0.119,-4.069,1,0.278,111.624,4,0.129,50dyrmhfnxTr4tnG9f1j5K
2.59e-05,0.49,251133,0.973,9.43e-06,11,0.128,-3.348,1,0.0468,95.954,3,0.355,6Uy7SZJWTodrZLLK6gAtEm
0.365,0.307,258933,0.481,0.0,3,0.207,-8.442,0,0.128,68.894,3,0.329,00kkWwGsR9HblTUHb3BmdX
0.0136,0.677,191491,0.701,0.00728,6,0.062,-5.242,1,0.0283,93.982,4,0.642,2UqRX0idYVz1XzwDWNV102
0.143,0.705,206582,0.417,0.033,0,0.395,-12.742,1,0.2,79.001,4,0.267,4cSIwCwHBx80sXjBeb9Uw1
0.0289,0.367,122133,0.846,0.0135,7,0.876,-6.695,1,0.12,95.149,4,0.516,6bxyTE0a0SFneMeIxXDCm7
0.351,0.543,239867,0.818,0.0,0,0.768,-8.066,1,0.691,106.287,4,0.79,471XMV7MbZj7vlanIzhQeR
0.117,0.634,170960,0.253,0.00847,2,0.188,-19.845,1,0.0294,98.711,3,0.745,03ZFlIdZj0LNeO2wtnbscY
0.0267,0.856,184280,0.77,0.000559,1,0.277,-4.484,0,0.236,112.059,4,0.81,4Nb9eFzWuPJ9NyqcsNtZ25
0.0335,0.809,207240,0.736,0.000419,7,0.259,-6.737,1,0.14,123.034,4,0.458,4FxfZ9FMcQx5vEVuBKKB3y
0.138,0.683,240707,0.899,4.68e-05,7,0.0821,-8.25,0,0.0489,160.09,4,0.825,0S0qxDlWdEhCUxOtTCumgU
0.000227,0.463,264602,0.838,0.0254,2,0.104,-5.476,1,0.0544,115.049,4,0.278,0KzwMAZuMfsBO9PAiND25y
0.31,0.622,202379,0.676,0.0,0,0.0953,-7.086,1,0.042,124.045,4,0.233,241S2CErQ00R3I8aUkOoUk
0.533,0.794,191707,0.42,0.0,7,0.0777,-9.484,1,0.0543,139.027,4,0.546,1YlQMOVGS8THqyagrvutch
0.00521,0.652,164103,0.902,0.0,7,0.0789,-3.589,1,0.114,117.044,4,0.892,0VOWaWvtj7Cf6MwbwJaUwO
0.296,0.54,180414,0.849,0.0672,7,0.109,-2.918,1,0.0491,144.949,4,0.296,070RcZwxEikUhjIK4xs0FF
0.0289,0.725,187500,0.933,0.000274,5,0.375,-4.098,0,0.111,120.04,4,0.744,62Pu2LNECMd8dofCmrfBau
0.134,0.665,242493,0.78,0.0,9,0.142,-6.035,0,0.168,172.019,4,0.564,1fvggmSx7Z8RFvrfYE5vSK
0.0909,0.583,199756,0.729,2.02e-05,6,0.367,-4.525,1,0.0314,144.994,4,0.318,4sJAm5WXrKBycKF20bgEqB
0.923,0.603,198760,0.536,0.731,2,0.107,-6.684,1,0.0452,174.05,4,0.492,1HNPf3MaE82WTT7AtJUSIN
0.631,0.383,572343,0.325,1.98e-06,7,0.565,-8.993,1,0.0304,118.442,4,0.0848,7CuG9m0KPSSAm3fkitO5OB
0.171,0.753,255605,0.54,0.00254,2,0.129,-6.83,0,0.0596,162.991,4,0.651,1T4Ym6pm9m35sMTuT0Un35
0.176,0.699,251213,0.548,0.00783,9,0.0763,-8.43,0,0.0405,94.017,4,0.454,73oySSaceoiipJPM1w0dmS
0.0651,0.934,229157,0.438,1.37e-06,7,0.0498,-6.367,0,0.128,120.006,4,0.337,6LaRzHeYcUAIG7WnuG0Pdf
0.00455,0.631,193012,0.835,0.0,10,0.172,-3.75,1,0.0739,175.773,4,0.432,1BEXg4Pahul1HOXh1ngIr8
0.00157,0.405,248120,0.844,1.38e-05,3,0.268,-5.135,0,0.0605,90.185,4,0.36,0OFugZnGtSRajr2Cn7YPpy
0.0837,0.59,184895,0.676,0.0,9,0.101,-5.031,0,0.0337,99.971,4,0.388,4Elb50wVnkIT7i46kT1d5T
0.114,0.917,199941,0.551,0.0,11,0.0939,-8.005,1,0.35,102.175,4,0.592,7BXHfSaawGi5MYJh7lFRkf
0.124,0.865,256000,0.534,1.76e-06,7,0.0979,-9.771,0,0.275,135.966,4,0.418,3JollPnYgD7HoKGUq7iMSo
0.0924,0.782,238942,0.802,0.0,5,0.0906,-5.294,0,0.235,74.955,4,0.923,4NpsZBad1LsZT4hPFfgAbQ
0.123,0.67,235172,0.556,0.0,5,0.0999,-6.155,0,0.0627,85.917,4,0.752,5vZttyxsp3o7AQmfAjLfav
0.911,0.672,114703,0.406,3.02e-06,0,0.105,-9.96,1,0.0498,115.068,4,0.463,48XjriDnWftxhbo4GKxLI4
0.0841,0.794,205283,0.738,5.27e-06,1,0.121,-5.708,1,0.25,159.016,4,0.65,2N7n2S1GYeYnlmtQNt3FhS
0.0481,0.68,204173,0.498,0.0,1,0.103,-12.347,1,0.515,85.431,4,0.366,14qq51Vb0mNyFFgIDowl4j
0.000706,0.728,364000,0.708,0.823,4,0.149,-8.239,0,0.0301,110.03,4,0.334,3NnUnNaLnwHZMpnQUF1lHs
0.00286,0.639,161907,0.813,0.897,7,0.0678,-9.194,1,0.0303,134.979,4,0.81,2DSZ4FEt0XOrF2jYdczpM9
0.0081,0.954,96465,0.638,0.0,0,0.0986,-7.896,1,0.0821,111.0,4,0.326,7L42dbIFMQ2sGeTcizBU2l
0.114,0.668,185640,0.658,3.9e-05,5,0.224,-6.507,1,0.0402,122.02,4,0.481,2qgH5FWVird5FEi898fzJM
0.00918,0.532,230583,0.778,0.000583,10,0.397,-1.311,0,0.0567,124.974,4,0.178,5FWr8WYc1x533OuQFCIrrz
0.491,0.755,291345,0.679,0.0,11,0.199,-5.142,1,0.127,83.004,4,0.629,0mID2LpAfSILq8mONJXY5R
0.00847,0.669,215320,0.847,0.0,4,0.46,-4.757,1,0.0359,124.057,4,0.709,0KQRWAkHIXd7368z9QDtss
0.755,0.805,238000,0.337,0.00779,6,0.11,-12.664,1,0.0362,119.982,4,0.643,2xYIBDUd1ftJTzXkUVgy6C
0.298,0.725,166764,0.719,8.17e-06,10,0.172,-7.248,0,0.0867,83.963,4,0.522,5Ep6mn4MLdOupbVm51DPw9
0.0135,0.671,190147,0.825,0.0,5,0.402,-3.097,0,0.0899,170.018,4,0.505,0CIJjPU8FDKijaWmTjU6iG
0.162,0.526,241280,0.737,0.0,1,0.363,-5.063,1,0.06,143.831,4,0.374,3YcqGVg8Fu5ASIF1iQu2MS
0.059,0.756,201747,0.806,0.0,1,0.133,-4.316,1,0.123,110.005,4,0.581,78k3g85Ud3Xo5NeX6VimHD
0.147,0.695,209507,0.869,0.0,5,0.275,-2.697,0,0.0854,104.002,4,0.582,48oWkLbv2p63rgmSfckHQL
0.205,0.663,209987,0.733,0.0,0,0.287,-4.833,1,0.0614,73.985,4,0.387,6by3m4NmNQEkbHqVRotCnj
0.0605,0.767,191333,0.746,0.0,0,0.252,-4.823,1,0.061,104.964,4,0.54,27DbIP4CqfrHgZqSybcmyr
0.0716,0.746,215240,0.867,0.0,0,0.0949,-3.195,1,0.0713,128.051,4,0.576,2tfxfQC5uWAAVTwWCggr3U
0.0045,0.523,169107,0.716,0.000669,11,0.299,-5.861,1,0.0355,131.972,4,0.386,3nbnyZb8F60d9vHLm8RX9N
0.497,0.37,238440,0.232,0.0,9,0.0933,-11.684,0,0.0342,141.076,4,0.201,3MjeUcRJGJixd2qXrO6puw
0.039,0.608,196489,0.765,0.000297,3,0.143,-5.727,0,0.0371,107.007,4,0.59,5wnhdZLEt7BXHJfflurSn0
0.563,0.361,216267,0.219,0.0,0,0.558,-16.553,1,0.0285,98.532,3,0.26,1jFhnVoJkcB4lf9tT0rSZS
0.543,0.303,253101,0.374,0.0,6,0.979,-8.767,0,0.0271,82.47,4,0.229,0UYPJogBP1JDvfTSSbEvL0
0.322,0.537,235093,0.939,0.0024,3,0.378,-2.929,1,0.051,164.976,4,0.653,4FyJ3flhzsUfwM3B4p3WOP
0.0588,0.477,236626,0.649,0.0,6,0.0882,-7.112,0,0.032,130.031,4,0.528,1kqgW7NTkzyjoZjqB1HAAA
0.188,0.479,234274,0.567,0.00456,0,0.357,-8.558,1,0.0289,167.654,4,0.631,26UKqa0ZbJKqPCos6kke1B
0.000909,0.742,413635,0.957,0.904,0,0.0819,-8.428,0,0.0362,129.993,4,0.39,70KmOLWd5VIxku9jeOhfs8
0.974,0.411,259750,0.288,4.77e-05,0,0.106,-9.741,1,0.0342,67.223,5,0.462,1AbLKGveV3jFFKVKFYP2Ur
0.557,0.573,201613,0.629,0.0,1,0.115,-4.847,1,0.0322,124.961,4,0.146,2TUwSjvq7Y8rdDeYtLYDCI
0.134,0.881,157091,0.817,0.0,9,0.158,-4.578,1,0.178,110.011,4,0.441,3ZlvBGm3LnWnr2neQPA54C
0.261,0.692,418064,0.708,0.859,0,0.272,-8.55,1,0.0437,109.995,4,0.648,2dvgsBxfwTNIGK5YUy4vfr
5.63e-05,0.685,212810,0.785,0.00484,0,0.285,-6.449,1,0.0292,107.991,4,0.428,10tr90lSJYq2y8lqgqteFl
0.551,0.531,257518,0.678,0.006,3,0.117,-6.021,1,0.027,90.023,4,0.521,3Rk9isqxcIH0git1Ztr0tp
0.378,0.736,268591,0.448,0.0,9,0.379,-5.982,0,0.343,146.046,4,0.912,26QXmIE6Fh4LWZSgzoXUV4
0.476,0.387,245158,0.419,0.00179,4,0.122,-8.803,0,0.183,79.211,3,0.337,7FqF7Abk73lQaVUsCwmKJ0
0.115,0.606,183511,0.906,3.04e-06,2,0.0539,-3.752,0,0.184,188.291,4,0.568,1PlVFivTEElgJGMm9C7mRE
0.00837,0.78,174560,0.803,0.0,10,0.0574,-5.26,0,0.214,134.967,4,0.843,0INuGEwfg2mLawloagnatn
0.166,0.785,218827,0.844,0.002,7,0.0681,-4.63,0,0.0574,103.968,4,0.94,6hdNOhGNR1x0q7xPfOfYhm
0.277,0.653,217973,0.817,3.77e-06,0,0.344,-5.706,1,0.0405,125.018,4,0.661,7kK5ihEqZcXEWr1r8o99E2
0.593,0.588,226976,0.432,0.1,0,0.298,-14.222,1,0.0398,126.835,4,0.858,4Uibd1wO39N2B9odICZWHh
0.0428,0.486,198493,0.67,9.92e-06,6,0.253,-7.242,0,0.117,149.915,4,0.439,4X7c4gZdo7TZMpqHT5W6V9
0.13,0.746,236923,0.653,0.0,7,0.17,-4.691,1,0.0574,155.947,4,0.607,2KtGuSoEszAKKjF7Yovhcg
0.137,0.707,215203,0.607,0.00224,0,0.0421,-5.754,0,0.0345,156.003,4,0.58,55HukfdOGAOFbrOc9px5O8
0.0549,0.678,244640,0.671,0.00394,0,0.139,-7.252,1,0.0436,115.024,4,0.387,576xxsVHaLHg1LyCcIi1MU
0.683,0.722,259560,0.445,0.000438,1,0.766,-6.971,0,0.136,95.932,4,0.69,7CBrdZ0ZrkYMpGxGD6abb7
0.00357,0.438,247813,0.892,0.0,8,0.0718,-5.166,1,0.0383,96.015,4,0.192,3ATWlOcIsKSBcLGkd0KKwf
0.371,0.862,319600,0.305,0.585,1,0.112,-16.318,0,0.104,96.975,4,0.356,3uXfYljIQAhATWWGjjCSJA
0.66,0.662,206387,0.615,4.09e-06,2,0.199,-9.455,1,0.0271,109.965,4,0.542,6v68K5O6YtSPLXoSHW4Iw1
0.975,0.597,109574,0.0225,0.896,9,0.104,-13.655,1,0.0621,87.691,4,0.283,0D2NQGump2lZJpXMyGKE84
0.0412,0.588,144109,0.55,0.136,5,0.114,-8.388,1,0.0522,175.915,4,0.92,4bP554DQQv8keCudxEn7Qy
0.196,0.404,230760,0.503,2.73e-05,10,0.187,-7.588,0,0.0424,191.329,3,0.245,4PLVAN7d2k4brMHmFTjKRa
0.00776,0.414,173895,0.756,0.76,9,0.448,-12.686,1,0.0405,141.985,1,0.0899,73SFNwCBosC212BeVAKGUW
0.855,0.349,207147,0.489,1.7e-06,5,0.328,-8.953,1,0.0474,106.424,4,0.155,6juz84kRoZdJ73tUzJre5C
0.00395,0.663,197217,0.724,0.401,11,0.362,-7.396,1,0.0317,114.972,4,0.369,5zqBZCD97VBXdhz6JG2uwd
0.944,0.468,219008,0.232,1.68e-06,0,0.099,-9.333,1,0.0304,134.134,3,0.26,2jgLlF1g116RzuAVHgpzL5
0.365,0.307,258933,0.481,0.0,3,0.207,-8.442,0,0.128,68.894,3,0.329,4S3FRqrM3VyuajD7jFZcLm
0.484,0.492,150827,0.468,1.75e-06,7,0.152,-7.715,1,0.0367,109.176,3,0.644,5hbqEeWSfTSz03gv5WuuYe
0.924,0.328,212134,0.173,0.0,4,0.158,-14.422,1,0.0302,83.507,4,0.146,1Wc0l5ABfqPijpymgO36wS
0.00333,0.647,177000,0.463,0.0,2,0.131,-16.658,1,0.0823,111.067,4,0.536,4Ps386FjNTxXgVV9dRq1fX
0.000572,0.489,287133,0.82,0.00365,1,0.379,-4.254,1,0.0313,114.978,4,0.112,5rJOHBSVuaWusGA0rRNsTe
0.183,0.707,258293,0.633,0.00101,5,0.109,-6.387,1,0.0237,100.033,4,0.42,20tGKM8w0Uw2vv2tZJkMtb
0.864,0.24,345720,0.038,0.005,11,0.135,-24.004,1,0.0464,137.014,4,0.096,66tKri41SKRZpyXHPM5xxD
0.964,0.34,141665,0.0724,0.917,7,0.106,-25.796,1,0.07,87.076,4,0.364,75F82q7C4YeJXWvM233cL4
0.00216,0.625,254013,0.872,0.273,0,0.974,-6.619,1,0.0406,135.945,4,0.507,59phKZIWrSvycOposUjJfd
0.156,0.464,242000,0.619,0.0577,9,0.0724,-15.517,0,0.116,154.908,4,0.52,2XHJKUl9IK9YYwHwdXj5Gj
0.638,0.859,204202,0.721,0.0,5,0.112,-7.925,1,0.164,111.983,4,0.342,3jGkCAeXtjUcDY0MvjqIk4
0.176,0.74,257000,0.632,0.0,5,0.29,-6.178,0,0.165,79.951,4,0.676,0qRBdT90I8T7npNqEbJYRQ
0.022,0.608,235773,0.781,7.43e-06,9,0.0908,-8.956,1,0.0505,93.005,4,0.709,0GrZY5tsNQHLjzBp0RZlD7
0.389,0.441,239227,0.435,0.0974,11,0.0982,-8.457,0,0.0261,155.19,3,0.487,1aPrwxqdKoGZDi679Ldxla
0.0105,0.484,314479,0.826,0.00239,4,0.296,-9.182,0,0.0493,79.01,4,0.529,2MDuKrs8BjVDpB9i3y6xES
0.0765,0.89,202197,0.88,0.000574,7,0.124,-6.466,1,0.0941,126.001,4,0.868,6hss0gnCns54MMftGzD0Ma
0.00275,0.511,254694,0.781,0.0,7,0.38,-5.429,0,0.131,109.955,4,0.348,2eEMMkekuqfANkcvAkK9jj
0.164,0.79,241507,0.699,0.0,6,0.132,-7.604,1,0.338,102.94,4,0.492,00woM70jqwYYaXKQoQBojJ
0.00369,0.647,222336,0.827,0.00209,7,0.305,-5.596,1,0.0305,107.01,4,0.321,0cmYwFzA5wwtJyWq7MXDpP
0.125,0.529,203862,0.514,3.14e-06,6,0.162,-6.264,1,0.0296,132.006,4,0.276,76e2fRhmyWyhCg5JAucy01
0.0144,0.693,240000,0.613,4.69e-06,10,0.113,-6.176,0,0.177,139.977,4,0.561,4BPJpGU3OHQVxMYnY2vBLZ
0.00245,0.698,242000,0.928,0.0335,6,0.123,-5.677,1,0.0436,126.982,4,0.785,5sbX8hFBbKkqqUj0j76G4I
0.514,0.732,204668,0.573,0.0,2,0.0958,-4.46,1,0.0783,103.974,4,0.428,6Pq449fJ2hsVHXgfG51lkS
0.0134,0.355,258082,0.852,1.98e-05,6,0.0774,-3.966,0,0.0632,143.925,4,0.173,69Lq3BWssbLhf4QDRtFY51
0.000572,0.448,347973,0.94,0.0106,6,0.0536,-5.043,1,0.0421,150.096,4,0.647,6WVj0HdHqrBMSnRMQQIl0h
0.0864,0.171,246480,0.632,0.785,9,0.123,-12.915,1,0.0568,158.297,1,0.0379,2X8XMPY0PtgdtW1k6mkOQZ
0.629,0.634,211135,0.177,0.00621,0,0.187,-13.352,1,0.0474,119.984,4,0.0981,1foAi1LBqQn2J6nMlosr15
0.349,0.398,229175,0.663,2.52e-06,10,0.264,-6.071,1,0.205,141.824,4,0.328,76DK3Wsg493TbtPVQ1hDCT
0.702,0.501,188932,0.566,0.0,10,0.183,-5.295,0,0.139,88.733,4,0.307,2i2h8iFmVjGsoIGChRb2VP
0.886,0.395,178773,0.31,0.694,7,0.103,-20.734,1,0.0509,181.88,3,0.357,6XuIiBfpHTVc6CNw8qXqqJ
0.241,0.552,250105,0.543,0.0145,5,0.512,-9.34,0,0.0646,94.856,4,0.316,5nOuzP4xzvm6sDguD1iyyV
0.000252,0.601,233680,0.606,0.587,10,0.134,-8.009,0,0.0375,84.91,4,0.532,2FTj7tjttZHg2fYezIc7m3
0.379,0.667,151920,0.221,0.00746,10,0.048,-9.721,0,0.192,88.206,4,0.128,72e6JJBQ6kiFVjLyGuxIBT
0.173,0.813,233760,0.849,0.0,1,0.0655,-5.961,0,0.195,100.95,4,0.58,2fJQSDyQ11ffL83N2VQAxF
0.0401,0.683,239162,0.743,0.0469,7,0.603,-8.786,1,0.0753,134.989,4,0.895,0X96pnh7fkgY1KkOCDinvr
0.0988,0.753,162000,0.585,0.0,0,0.068,-4.064,1,0.0272,105.011,4,0.557,1bN7lxRFJQHcrHxt3rfEx7
0.123,0.666,256440,0.891,0.0,9,0.355,-4.028,1,0.0989,130.028,4,0.468,4jJ3PyfOu3HaiOAd7MW5Gq
0.3,0.709,246959,0.79,0.0,6,0.0716,-2.955,0,0.0552,150.98,4,0.586,5HQXFiEEebi2Z4en7iRATm
0.0407,0.78,179116,0.908,2.97e-05,10,0.0457,-6.369,0,0.115,125.026,4,0.514,7AwZ3VH7x34PcK9pQSBt77
0.149,0.806,151348,0.821,7.37e-06,0,0.102,-4.147,1,0.238,122.033,4,0.512,1TW7zIjF9WEDmT092V4zHB
0.396,0.36,215771,0.55,0.00394,8,0.143,-7.477,1,0.0498,94.969,4,0.393,0dc9qJakrGR8GR3UUlWhOu
0.194,0.561,206685,0.586,0.00214,9,0.117,-8.822,0,0.0383,161.663,4,0.617,5w6lM03leCX7jFiEiMgedA
0.792,0.565,216573,0.255,2.07e-06,7,0.0986,-12.151,1,0.0322,110.015,4,0.121,6cRExfWfj87zhACU30aW7l
0.879,0.641,143630,0.242,0.0,0,0.15,-10.102,0,0.0304,118.391,3,0.294,2HD2g1syRNaqanstTj8zfJ
0.00741,0.737,216000,0.856,0.0,5,0.217,-3.825,0,0.0327,104.986,4,0.675,0gKcinLoihbEkGOP5n0RTW
0.38,0.482,146455,0.35,0.0,0,0.141,-10.046,1,0.0572,91.25,4,0.458,3W0MG9Sr4qEgu4xHcOp928
0.207,0.577,240867,0.349,2.45e-06,1,0.134,-12.748,0,0.0314,114.981,3,0.315,4fnYpkXTgKDpROyM4aLOQn
0.806,0.63,56401,0.245,0.0,0,0.108,-11.683,1,0.0873,82.686,4,0.866,04w9To8oYQ7Mz8l9H0r8h9
0.431,0.49,101500,0.515,0.0,2,0.113,-8.21,0,0.0561,89.838,4,0.242,5XNxMOA0ulXcavLzOQM2br
0.341,0.702,207623,0.807,0.0,0,0.0855,-4.981,0,0.0756,174.049,4,0.898,4Qswkl4GkmEPFJ2KPqepAG
0.562,0.566,166573,0.483,0.0004,10,0.0973,-10.66,1,0.0313,142.793,4,0.323,2luLDXlcVQmuQ3HARbIDgr
0.126,0.727,172636,0.543,0.0,8,0.122,-7.18,1,0.053,97.93,4,0.482,3ry3QOTArZPVqduQETTX4m
0.083,0.539,207174,0.879,0.0,1,0.0619,-3.833,0,0.146,117.831,4,0.471,2LxEbpWezyPs5MY8XnoBzC
0.066,0.502,165020,0.775,0.0,0,0.197,-5.531,1,0.0303,90.006,4,0.765,5hLEdQMTICEIuomzuJMxeq
0.493,0.764,217747,0.765,3.26e-06,1,0.0894,-9.795,0,0.0559,172.0,4,0.663,0ZYuaNa0M0XVimhr8biOmX
0.0545,0.714,210761,0.71,3.71e-05,10,0.0764,-7.983,0,0.0474,99.99,4,0.333,1lFovKCxLX1be2lnmAIwMD
0.00795,0.678,216080,0.714,0.0,0,0.0827,-4.924,1,0.0408,109.021,4,0.307,0mDGNetRxywxqgiXFbagZh
0.448,0.695,280000,0.596,0.0,7,0.104,-8.922,0,0.209,187.062,4,0.667,41EF0CJgf7n4qm9fqpxs8k
0.0978,0.664,101790,0.424,0.0,5,0.166,-6.03,0,0.0441,95.036,4,0.531,2s9GXD1KfMjeWvFMfnDHJB
0.283,0.669,156839,0.676,0.0,11,0.55,-5.656,0,0.354,178.178,4,0.756,61jrCPFpYqai9BlRaIPGHy
0.00932,0.826,219095,0.653,0.0278,5,0.393,-6.532,0,0.135,100.002,4,0.196,1fCRFLIjDXzLLiKmmbBdap
0.237,0.52,194904,0.712,0.0,4,0.212,-5.532,0,0.0436,96.948,4,0.195,5T8rbyV8EatWQJCgSiMqOF
0.418,0.685,281656,0.805,0.0,6,0.316,-6.787,1,0.0433,109.02,4,0.687,4HmjgkdZs24brOnR4t0Anu
0.172,0.57,233744,0.75,0.0,7,0.227,-4.258,0,0.0283,134.016,4,0.419,30z9AzFHAP0DHRFQ5DeLkl
