acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,id
0.014,0.777,203901,0.902,0.000361,11,0.35,-5.149,1,0.064,128.017,4,0.297,6JVxY1CIPVlFyKkCIRwS2L
0.602,0.638,205417,0.543,0.0,4,0.147,-10.225,0,0.468,141.393,4,0.342,3JLphKwpcgKE5IyzVTqw8q
0.558,0.854,240527,0.496,0.0,2,0.0921,-10.528,1,0.343,140.051,4,0.339,7G2lz6En32ncbkpE6VmUdu
0.639,0.64,294290,0.547,9.44e-06,11,0.434,-13.257,0,0.471,139.12,4,0.28,5OVi4TsDFY8swBMwWrH3oT
0.132,0.72,281600,0.663,3.09e-05,0,0.153,-7.987,1,0.0353,122.973,4,0.766,41AmelRHIiTohxKsg6BMai
0.524,0.59,207800,0.654,0.0,5,0.142,-6.73,1,0.0358,118.101,4,0.494,3r3U5OpESU60BAVT11KuYS
0.975,0.53,152268,0.0352,0.864,3,0.104,-24.647,1,0.0487,144.969,4,0.235,3JjeDncA2YwQXSuiTpfiEs
0.523,0.582,193200,0.558,0.0,10,0.205,-5.998,0,0.228,101.619,4,0.543,0GNgrdn3uuVzssBxJzdpcF
0.723,0.584,213932,0.403,0.0,7,0.308,-6.907,0,0.0493,185.171,4,0.964,6pcx5HXf2Vj2PvyccTswwF
0.902,0.668,283960,0.284,0.0,1,0.35,-8.729,1,0.0275,110.07,4,0.651,2758F42Uh3HrwmSb5PIjWc
0.321,0.934,120059,0.565,1.32e-05,11,0.0814,-7.421,1,0.112,98.027,4,0.667,0UHNPitRoXqlER3v7aVOqS
0.048,0.514,214724,0.671,0.000218,2,0.194,-7.048,1,0.0287,179.934,4,0.356,5YIAMIFBXGXsyJwJmqUMZo
0.0157,0.681,217813,0.702,0.0,7,0.296,-5.214,1,0.0609,121.923,4,0.414,2BVqVWrIUcbYwju8mdkujQ
0.000816,0.809,367639,0.966,0.879,6,0.141,-6.383,0,0.0606,126.012,4,0.687,7vaGvRNVdwimNo6EDflHC8
0.267,0.622,105267,0.526,0.0,0,0.182,-4.241,1,0.0277,109.924,4,0.297,0K7k6dYM3E6VbHszkR4Tpo
0.576,0.347,284082,0.675,0.0,4,0.762,-8.549,1,0.172,188.197,3,0.917,1TftmBZi2akApAsy5KFvHc
0.362,0.76,169231,0.64,0.0,10,0.141,-6.78,0,0.0686,159.978,4,0.797,1AN3GBdsrVNlF2PD5g1B7J
0.244,0.594,257213,0.647,0.0,1,0.0624,-5.618,1,0.314,140.424,4,0.659,3K5YOXHQ18IJAEy8XBhZ8Z
0.06,0.615,212836,0.701,0.0,9,0.114,-4.258,1,0.031,94.081,4,0.257,0Lw61bzbNQz9Nkw4uRlx4F
0.0159,0.626,256213,0.829,0.0,5,0.173,-6.897,0,0.0458,131.984,4,0.629,7znz9Gm1qXs5wOXwOGQqZR
0.0318,0.642,197602,0.861,0.0,4,0.23,-3.837,1,0.294,92.912,4,0.582,0R97k5AJy1udJI6mGV82FJ
0.212,0.903,200889,0.374,0.0,10,0.0879,-11.504,1,0.504,135.122,4,0.421,4sK7NBL0YVl9fTHrVAYaNi
0.514,0.893,124514,0.799,0.0,4,0.0622,-9.438,0,0.356,143.839,4,0.656,0KUwCOylcgcDfSyuYNEe3a
0.0438,0.814,173424,0.34,0.0,7,0.0959,-9.392,0,0.503,160.059,4,0.678,4XfkvrC5rmOYqeTP2ft7lj
0.593,0.632,213847,0.466,3e-05,0,0.112,-9.919,0,0.0471,90.085,4,0.213,6aaVdomrQEkOiih1iAFRc5
0.221,0.746,177000,0.606,0.0,6,0.0963,-8.901,0,0.146,171.119,4,0.887,5D6sWZO669PVDLknnDLhKC
0.606,0.727,183960,0.697,0.0,1,0.0518,-4.739,0,0.0656,103.953,4,0.825,3JgYKwkwn4M2QQblpIBgge
0.667,0.404,253013,0.365,4.58e-06,3,0.0879,-8.031,1,0.0275,132.045,4,0.171,1GnI8blHYhoC6WK5LIvNUn
0.634,0.552,238005,0.484,0.000209,8,0.167,-4.685,1,0.0306,123.98,4,0.191,0RDu8QpQwZMtzRjmjL6fp2
0.267,0.854,238366,0.408,0.000206,1,0.677,-10.477,1,0.331,140.025,4,0.288,47ewmL4hNOsGFUHKzu2rnS
0.138,0.646,172687,0.649,5.74e-06,2,0.114,-7.6,1,0.0486,159.969,4,0.0976,35j379ejEB6axieeDSTBb6
0.23,0.797,192638,0.766,0.0,5,0.28,-3.74,0,0.042,130.024,4,0.711,6mQcloHtPLuYoQQ5CpQ4bH
0.283,0.551,282186,0.499,1.27e-05,10,0.0781,-9.297,1,0.118,150.06,4,0.367,4hbkLzjtUSV6ckTAwWZiCS
0.767,0.68,199217,0.337,0.0,9,0.0879,-7.768,1,0.04,117.893,4,0.427,4xWABrwACkK1KbymbBEHtu
0.0446,0.729,198867,0.87,3.22e-05,3,0.116,-4.485,0,0.0506,122.958,4,0.816,2ZzijpZP7yP06YiTMj6Pvp
0.256,0.678,256947,0.654,1.44e-05,4,0.316,-4.912,0,0.0632,97.856,4,0.585,2xAffWASC4yddor8wW037Z
0.176,0.777,251027,0.774,0.0,0,0.17,-2.887,0,0.0319,110.055,4,0.604,3K1hH4PSGXbzczwtdBvMNW
0.461,0.77,313805,0.811,3.49e-06,5,0.0663,-6.277,1,0.0307,113.004,4,0.714,3Q1oUYeVsvR3dGAdFN3nTf
0.184,0.853,310097,0.811,0.0,11,0.0676,-4.553,1,0.288,100.05,4,0.77,5j5J1JUp3i4xHh0wRNJOGl
0.0626,0.522,243409,0.575,0.0,2,0.382,-4.722,1,0.028,87.879,4,0.474,2nzteZ9E7H8r31cS9lM5IS
0.672,0.761,215380,0.627,1.07e-06,5,0.0923,-8.765,0,0.0743,75.994,4,0.701,2zsqR0Em5uxq8Oc99ENHfZ
0.115,0.412,277400,0.949,0.0,9,0.339,-1.735,0,0.167,174.866,4,0.54,6w0bXMRnIOZAcGXiQKFx4B
0.274,0.581,246000,0.953,6.05e-06,0,0.0721,-4.009,1,0.0879,110.002,4,0.355,5xt0Ml7fufhcpLaFTV1Hb3
0.853,0.593,160896,0.375,0.0,8,0.0941,-7.85,0,0.0323,97.301,3,0.146,40eThGfQt1VehllIdIsQdr
0.496,0.292,258133,0.385,0.0136,8,0.118,-10.216,0,0.029,179.545,3,0.249,5E6R7YMOgRXeeyglAq9fP4
0.0696,0.705,131429,0.854,0.739,3,0.153,-6.517,0,0.0555,126.011,4,0.11,4W8uqSbhmHgVoTJz6CsBEB
0.00142,0.639,213719,0.932,0.677,7,0.103,-6.172,1,0.0309,135.004,4,0.454,4ICewaJvl0xBrj9ZVdOcwO
0.0073,0.866,117577,0.735,1.12e-06,0,0.0981,-8.106,0,0.167,130.039,4,0.365,5s6FPEgONan1NLTA7ReSrx
0.397,0.472,226612,0.968,0.0,8,0.338,-1.255,0,0.231,95.961,4,0.863,0Gxi5u84jsraBQ3bqcOlVf
0.0234,0.695,159130,0.75,0.0,2,0.103,-5.96,1,0.149,115.045,4,0.26,2GDdasGKNUvjF0qZwzNrPv
0.1,0.819,193333,0.758,2.56e-05,7,0.0914,-3.929,1,0.076,89.972,4,0.495,7bNHuxJPDXkinb1NejARDx
0.28,0.756,373971,0.527,0.0,1,0.364,-7.195,0,0.118,102.074,4,0.148,00y6RixyknzrTvC8W9vK8q
0.428,0.848,256842,0.578,0.0,8,0.108,-9.003,0,0.198,114.02,4,0.675,704IVe5V8sftWrnxDKQcWr
0.0996,0.637,328163,0.779,0.00155,4,0.147,-8.036,1,0.0737,98.067,4,0.828,3G8J4s0s6lcj0z6hkansQ8
0.0956,0.658,278779,0.814,0.93,1,0.181,-7.654,0,0.0675,123.963,4,0.603,2EzwcoyoFof9Vp2IOAajrp
0.566,0.509,197173,0.301,0.0,4,0.359,-8.342,1,0.032,85.002,4,0.166,4qO3Xwzsjl20NyfLMaUOEc
0.0555,0.661,81444,0.752,0.847,11,0.0771,-4.174,1,0.18,80.067,4,0.854,2mruQ5M0WhGnzYjaY9kP5z
0.13,0.455,227596,0.591,0.0,7,0.0823,-6.06,1,0.0328,155.819,4,0.273,29tk7q2IPdPpt9sPubbxdQ
0.0303,0.601,207075,0.893,1.36e-05,0,0.137,-1.592,0,0.0451,134.879,3,0.794,02KFzR6kpdGKAfvJm0dCn9
0.667,0.798,237218,0.459,0.0,5,0.0612,-5.667,1,0.0381,107.005,4,0.934,5FRuCj8RHkoLQ9KHxNVs29
0.0582,0.779,112861,0.728,0.0,2,0.0877,-5.512,1,0.0876,145.114,4,0.585,6bE3npRCJW3wmy4NV44ZS2
0.131,0.725,246388,0.441,0.000255,10,0.105,-8.857,0,0.286,82.664,4,0.317,5av7IXa8tyiEn8L8x4baCP
0.907,0.451,334930,0.417,1.51e-06,4,0.147,-6.729,0,0.0278,139.504,4,0.289,0FIHuWtprXric8iknxW1yP
0.508,0.737,153625,0.93,0.0,0,0.0843,-2.116,0,0.0402,151.998,4,0.975,1TmcG9WpRrH09yQc3pPWTk
0.271,0.563,405211,0.406,0.0,5,0.0828,-10.946,1,0.0319,110.014,4,0.321,7rXJRzaN8pncurCWmM7uaZ
0.016,0.738,234106,0.881,1.24e-06,7,0.512,-8.026,0,0.0436,119.972,4,0.815,53zmEtzr2pNigxP1oKGfcY
0.802,0.599,244179,0.573,0.00012,9,0.11,-9.167,0,0.22,87.465,4,0.482,4Qt8k3UOX5KSfiLK0qS2RV
0.376,0.665,159500,0.714,0.000168,7,0.152,-5.561,1,0.137,96.424,4,0.601,2jyrTtVUpna2kvZUU1292E
0.295,0.95,91092,0.307,0.00166,1,0.136,-12.856,1,0.266,100.054,4,0.128,72wDZksNbZ7SzCvABldJ6I
0.00985,0.787,184186,0.727,0.0,1,0.923,-6.319,0,0.135,132.041,4,0.573,5t2WWMp3cqUVN6QTmnvIYd
0.293,0.765,127138,0.86,8.53e-05,5,0.134,-5.408,0,0.117,129.809,4,0.567,1DjK6eaZTUU5nm5y4n0SrU
0.0953,0.646,326335,0.915,0.653,1,0.158,-7.652,1,0.052,140.012,4,0.584,6IkEcPiDrcarg87sv3mpTw
0.676,0.614,217895,0.431,0.000782,9,0.095,-6.725,0,0.0631,190.047,3,0.143,6FOZ311n4hLzkoeWt4ggpJ
0.237,0.736,219250,0.475,0.0,1,0.143,-10.722,0,0.146,143.04,4,0.42,6O08YZmZukxmZzeZnzOXMF
0.582,0.65,366573,0.826,0.034,3,0.245,-7.161,1,0.0441,104.027,4,0.821,0EJPNXbaJwePSMoTIjR6YE
0.06,0.842,184323,0.757,0.0,5,0.0628,-6.339,0,0.281,111.938,4,0.578,6fKCqK8OB2MVnYCHD9moHj
0.836,0.539,167865,0.44,0.000934,9,0.247,-10.109,0,0.0491,107.865,4,0.415,4rKInZNRNXaGBW8PGwOMxG
0.25,0.515,200917,0.874,1.89e-05,4,0.167,-5.725,1,0.0317,140.064,4,0.908,4YGaMbwf90fPRM8poz0vB1
0.562,0.49,233520,0.505,0.0,7,0.121,-6.334,0,0.0505,145.942,4,0.499,0aS4UpUWAhkpyMm6iVw5zR
0.196,0.578,173438,0.363,0.342,7,0.0871,-10.041,1,0.033,133.106,4,0.481,1KD0KnJMat3orLv4WHkX40
0.715,0.565,193562,0.569,0.295,9,0.109,-10.346,0,0.0382,87.058,4,0.152,0v0jIZYn7qhvjPHqzyCxlA
0.675,0.577,210400,0.464,0.000107,3,0.15,-9.736,0,0.0303,86.952,4,0.37,0SASG8uq96TJyeUAnOHzEQ
0.567,0.821,143158,0.471,0.0,8,0.102,-11.349,0,0.0933,114.038,4,0.592,2VPm4NZZKroOssZ9TReJ6d
0.208,0.772,227961,0.942,0.0,9,0.0409,-0.768,0,0.148,91.06,4,0.928,3RtXfb52AF2q0IYM8AzSzP
0.554,0.862,202478,0.372,0.0,0,0.144,-10.909,0,0.453,94.994,4,0.494,6J8lLpZoRCmB5pTrnB5jpV
0.304,0.785,165079,0.685,0.0,0,0.075,-8.227,0,0.16,94.442,4,0.727,0F8D589yeTEyhJokf2Q0eh
0.0254,0.821,157043,0.484,1.49e-05,11,0.124,-10.628,0,0.474,115.283,4,0.577,18oT8OO10wYjCKnAn8vKOg
0.405,0.542,234397,0.4,0.0,1,0.175,-8.845,1,0.0295,132.133,4,0.209,61B7mbo3BAGqHmPpL29Ehf
0.964,0.429,110522,0.111,0.569,10,0.139,-16.274,1,0.0408,142.442,4,0.318,3m03j7w5yiPqF7arh4nLr9
0.75,0.806,159085,0.585,0.000291,10,0.0943,-8.286,0,0.177,99.985,4,0.861,0R7jwSkp03HLDnki2crUyG
0.296,0.622,236667,0.816,0.0,0,0.0925,-3.653,1,0.0297,105.019,3,0.581,3oBI7xji5dVUbSamXAj2tt
0.0331,0.706,236867,0.828,0.000293,6,0.556,-7.379,0,0.0979,139.886,4,0.307,4zs0JFaScr6G7Dtg1ZLE3P
0.859,0.603,189267,0.369,0.103,3,0.109,-13.693,0,0.0301,106.036,4,0.466,77sPEc84QqQQkXzCDUu3QT
0.092,0.636,190255,0.6,0.00138,4,0.0537,-9.039,0,0.0487,125.956,4,0.462,2LWZkB9Sc4MZX3n6bNeM6W
0.898,0.561,221492,0.243,4.29e-06,5,0.11,-8.968,0,0.0344,131.391,3,0.344,32WLd9OS8NgepU84ogF0q8
0.0226,0.469,279840,0.744,2.52e-06,2,0.106,-6.314,1,0.0414,98.727,4,0.659,50twv0pYleqDhWwhK4GtHE
0.252,0.439,231910,0.837,0.465,6,0.119,-7.216,0,0.633,178.26,4,0.304,5R1jnHSOrxjLxQincsstHl
0.0867,0.611,227307,0.546,0.0,6,0.241,-7.268,0,0.0281,95.029,4,0.471,12gk3E3PURyElyM8EuEep6
0.0928,0.719,161915,0.691,0.0,4,0.133,-7.287,0,0.0632,100.094,4,0.677,290AyPe2wEZprtlExNMkNG
0.0359,0.679,257160,0.641,0.0,7,0.11,-8.092,0,0.0376,112.023,4,0.853,1xPhIHMU06yGwu1u0JPDIO
0.868,0.587,204693,0.269,0.0,7,0.866,-13.375,1,0.0396,141.955,4,0.288,6yopott3iwJK6uUW1bahiA
0.295,0.595,187800,0.456,0.0,1,0.204,-6.43,1,0.0271,137.857,4,0.264,4bHcX5FPSpJV4nKC2K0csB
0.835,0.537,169794,0.295,0.0,10,0.134,-8.284,0,0.0344,103.197,1,0.144,12byZxPIE96B5sVwPctuvS
0.0609,0.841,209910,0.809,1.04e-05,2,0.112,-6.885,1,0.0523,105.03,4,0.213,0dl27CmMTBbtkz0xaUi4ZT
0.205,0.632,183913,0.521,0.0,9,0.24,-7.687,0,0.144,180.068,4,0.423,7ma30LUQSy1DNcYCBeTIHH
0.654,0.756,213000,0.44,2.17e-05,0,0.105,-9.374,1,0.0491,120.006,4,0.0972,7opgIdR4HXLOXwbz5dcqJA
0.00722,0.701,169227,0.669,2.42e-06,7,0.315,-6.809,0,0.237,96.202,4,0.149,7ptR3FN4abBNulqQbal9fy
0.588,0.524,322507,0.542,0.0,5,0.182,-5.029,1,0.0273,80.037,4,0.273,0hBgAs2GmvrG5yAxtBtSkF
0.0932,0.791,231627,0.837,0.0,10,0.0547,-4.257,1,0.0322,121.991,4,0.981,3r0D2Eh2pLVYNo2gLo2GYs
0.84,0.77,149293,0.852,0.0,2,0.113,-2.49,1,0.0332,120.995,4,0.966,6aTeoDQaHkkpzhI1bDcmdJ
0.0293,0.557,245520,0.708,2.79e-05,6,0.169,-5.967,0,0.0321,121.946,4,0.42,61ZvRYNgX7WliB1kgQB32a
0.907,0.522,166316,0.108,0.44,2,0.114,-15.025,1,0.0395,141.534,3,0.2,777i3gdjJMVlWvVJvErZeu
0.791,0.151,225001,0.527,0.00319,11,0.9,-12.426,0,0.104,174.625,3,0.228,6blzX8RtfWvlDAUB5ZtP8N
0.166,0.591,257213,0.619,0.0,1,0.106,-6.027,1,0.322,139.354,4,0.711,2TcGtj9TLkUGMKvTsxMzYc
0.0119,0.552,247333,0.834,1.15e-06,8,0.0909,-4.814,1,0.034,140.005,4,0.461,6iLJiuF5jlK9wlko9pyFNy
0.629,0.522,312717,0.401,4.38e-05,7,0.15,-11.288,1,0.029,92.098,4,0.153,3Ykw4S0m5IAYify9L1Ppx3
0.301,0.866,183000,0.855,0.000887,0,0.0734,-7.512,1,0.142,130.101,4,0.718,2vjH6qrmEcwrvEQ5WGipUM
0.575,0.697,151441,0.461,0.0,0,0.0512,-7.669,0,0.278,88.055,4,0.692,1MMK3BooIWKrB8WbghHXq9
0.0799,0.748,143769,0.631,0.838,10,0.104,-10.057,0,0.051,88.502,4,0.0799,5RE3w3M9g5vsotdIVtLONq
0.253,0.882,411533,0.937,0.0,1,0.232,-0.685,0,0.107,104.978,4,0.828,6bBxb8JHWDuu3tO7aJlFXF
0.0988,0.733,160145,0.764,0.0,7,0.172,-2.774,1,0.06,81.938,4,0.664,2pCbqOFCjJwuF99kI4aVss
0.423,0.698,156400,0.68,0.0879,0,0.0708,-10.294,1,0.067,151.359,4,0.964,1iN2PACGQySnbEfoXQFfKj
0.14,0.599,292293,0.856,0.812,11,0.116,-5.816,0,0.0398,125.993,4,0.385,3XLboRnBXwq30E2vbf3IrO
0.156,0.823,201533,0.675,0.0,0,0.161,-3.981,1,0.0575,91.995,4,0.657,0I6nT9DTvmc9if0g9Tq30A
0.809,0.317,261147,0.309,0.0,4,0.107,-9.588,0,0.0319,120.065,4,0.142,4VkjUjmnyidaY4Fkxju6LP
0.00189,0.411,191570,0.885,1.71e-05,2,0.0496,-4.336,1,0.091,150.024,4,0.429,6W5VaAcIToT710BYXQJXha
0.94,0.419,152347,0.172,0.0,3,0.1,-12.141,1,0.109,94.393,3,0.0845,7s85izscOJfT2QkWTzMARa
0.293,0.71,250587,0.73,0.105,9,0.098,-8.381,0,0.0481,98.015,4,0.729,34eGAGPZsfuYf3EiNnWS7E
0.00838,0.433,209333,0.778,0.0,2,0.163,-4.68,0,0.0371,149.864,4,0.217,3HE50TVRquwXe9yv2HFoNL
0.212,0.591,267688,0.826,0.0,9,0.107,-5.899,0,0.243,173.823,4,0.843,4GarZcqscwXBAVsWzDiorZ
0.0687,0.21,390493,0.499,0.00315,2,0.773,-9.754,0,0.0485,74.094,4,0.108,40gvh6jP5qxMJuMmF9lG9A
0.702,0.632,237333,0.661,0.282,0,0.155,-9.303,0,0.178,90.053,4,0.513,5XvzmPFcVRlfdlCw3KK2Jb
0.217,0.415,183014,0.776,0.0,6,0.241,-5.835,0,0.214,81.245,4,0.234,2w0ZyonrOZUvYbmiyS3pTE
0.235,0.76,247660,0.482,3.79e-06,2,0.11,-12.097,0,0.218,94.01,4,0.0707,3P2VrnsgS6UREHQMLTPwgh
0.00244,0.82,258403,0.722,0.0,1,0.0831,-4.323,1,0.182,159.964,4,0.516,6mP4aaDtHEXyndieCQdOU3
0.217,0.582,206430,0.821,0.0,11,0.0806,-3.512,0,0.373,83.746,4,0.817,7M6o08MJETfwSet6Nisl1l
0.851,0.704,284119,0.641,0.0,2,0.162,-4.609,1,0.0665,171.997,4,0.969,6TEfp5x9PvW4l5sx3LLfAH
0.0531,0.806,202227,0.607,0.0,4,0.0479,-7.353,0,0.22,89.96,4,0.43,3Tn5dWfiTE4sKNv6gFhzQV
0.881,0.626,184173,0.238,0.00366,4,0.182,-19.585,0,0.0418,78.816,4,0.664,4X24gbKkMyC1VlNFog3EUD
0.0228,0.587,183304,0.907,1.13e-05,6,0.243,-1.784,0,0.0702,150.048,4,0.228,4Ts6zY9f144ixlkQZRLLN4
0.33,0.69,253771,0.509,0.0,11,0.146,-6.724,1,0.0295,141.902,3,0.406,6blEKjijOUR2B1BsIN15P7
0.519,0.687,152369,0.545,0.0,5,0.33,-12.495,0,0.472,71.892,4,0.869,6q9IrhJPeNMbRbyF1WP0zd
0.179,0.827,163585,0.45,0.0,10,0.157,-10.396,0,0.0627,149.905,4,0.697,4mBWP0Bywy0ROPMfWoUlSS
4.62e-05,0.368,226187,0.977,0.000829,7,0.41,-3.39,1,0.135,107.773,4,0.167,2rFaJ6NRIRWn335tQr8lWD
0.162,0.674,218203,0.46,1.15e-06,1,0.427,-7.216,0,0.28,87.712,4,0.355,267KdfRyhz3fRxVZqwG0Wa
0.00654,0.849,226624,0.489,0.104,1,0.074,-9.493,1,0.0882,128.002,4,0.828,55ow43mL56zztFy5b734bf
0.0325,0.804,176418,0.879,0.0,9,0.372,-5.715,0,0.208,133.993,4,0.411,1cKLmK8nTfiaVkXkc6exjD
0.136,0.673,201293,0.642,0.0,5,0.125,-6.117,1,0.0842,134.929,4,0.591,4OqBSwyAzEEMnESPYmb1Xp
0.0168,0.736,176250,0.677,0.000816,5,0.143,-3.436,0,0.0432,128.005,4,0.658,3FmpzF4Ti2E4xMEitkYvtt
0.0859,0.911,142397,0.966,0.0,5,0.0722,-2.053,1,0.102,139.952,4,0.893,0MMxozXjLBkQFqOPuUEPwG
0.813,0.595,227160,0.127,0.0,1,0.0913,-9.385,1,0.0329,140.986,3,0.0948,67x3EeJq7I0Ep7tlaxi79e
0.596,0.129,268604,0.34,4.19e-05,8,0.0925,-9.948,1,0.0325,69.76,3,0.086,69qVjSZc2yDnj5TeFxSLpW
0.62,0.79,170187,0.617,0.0,6,0.109,-7.272,0,0.325,96.105,4,0.765,0pe4Yi51d3HGXNu4SdMdrY
0.043,0.698,128442,0.797,0.000159,8,0.136,-6.532,0,0.0484,123.957,4,0.805,6vk2VfXDcLA9l9ShvWCmeg
0.000129,0.513,224305,0.951,0.0543,3,0.264,-2.096,0,0.0317,139.988,4,0.69,6fgVbZ3GUmXfSlsKKdvbz9
0.813,0.678,174133,0.83,0.0,5,0.267,-5.901,0,0.128,93.275,4,0.853,0GUtRIpAtAocBMPMnZx15M
0.00949,0.649,164800,0.883,0.0,10,0.353,-5.833,0,0.246,96.98,4,0.374,14Mue3CrugAQpPyqAgdReC
0.0592,0.566,259659,0.673,5.1e-05,6,0.105,-8.383,0,0.17,85.633,4,0.289,5xx3oJZjOTipJlZHHZJRa2
0.616,0.334,290533,0.315,2.76e-06,2,0.14,-9.777,1,0.0387,84.169,4,0.0766,18sdaEqkLRDAftknWl3dRV
0.588,0.727,169693,0.467,0.153,2,0.115,-11.204,0,0.032,98.444,4,0.832,4qjY8aZTsrOPDQZZjmYGHG
0.142,0.724,220000,0.653,0.0857,9,0.661,-6.619,1,0.0826,77.016,4,0.121,5oS09wrzK0jxU59qG9nuBc
0.994,0.438,113960,0.141,0.0,11,0.286,-17.536,1,0.041,110.444,3,0.277,4ZmF8PFcOzi5iTfPuMtsXI
0.664,0.741,417100,0.621,0.699,1,0.124,-11.365,0,0.0511,126.004,4,0.149,7vt3bmjV7nBiXFSORkjeFO
0.0417,0.849,301714,0.711,3.94e-05,10,0.229,-7.943,0,0.213,139.96,4,0.797,6flvsgUmeot46HDO7gUYqn
0.335,0.743,139677,0.484,0.0,2,0.109,-12.917,1,0.468,77.449,4,0.301,5hbjWmsPxsoUf8xupri1g7
0.016,0.808,164387,0.646,0.00229,11,0.133,-8.988,0,0.0517,120.995,4,0.631,7DWvQqrBLa7oCMHjI3G5JC
0.028,0.728,170576,0.863,0.000792,7,0.218,-5.076,1,0.0463,123.975,4,0.46,0BrlrZQ2lRKVA7qvHr0x78
0.199,0.643,140587,0.785,0.0,2,0.174,-3.95,1,0.201,191.898,4,0.217,2WPFpC4oQxjBpSgsCoQrCf
0.0162,0.838,183337,0.989,0.635,11,0.0781,-5.433,0,0.0659,126.988,4,0.844,3WnslAx9QkbZpcGpM0PzCy
0.0139,0.728,168559,0.863,0.000259,2,0.167,-4.67,0,0.0675,111.972,4,0.489,71yN0yrHej3jhKXewbmtEh
0.0255,0.723,288776,0.815,0.82,0,0.116,-7.806,1,0.0437,126.011,4,0.317,6v5VxQOaYShyi8TyGVArrD
0.0581,0.681,248112,0.742,0.00193,4,0.124,-5.829,1,0.0612,137.028,4,0.541,7sJ9iqNke7NuS73w8gAcYr
0.155,0.722,136118,0.825,0.701,2,0.132,-3.614,1,0.065,161.051,4,0.777,6uKVhb3OoAoBHbfoXd02Dj
0.0243,0.677,220397,0.841,0.0,9,0.16,-2.97,0,0.0813,130.024,4,0.418,3a4VCqofc7Wf7cqfZYu2Ad
0.97,0.594,158133,0.209,0.000762,0,0.106,-12.535,1,0.0732,139.937,4,0.305,2x6Hg0OmYnkvCtFmAcyzwX
0.859,0.721,170079,0.426,0.000216,0,0.111,-7.473,0,0.11,127.083,4,0.451,1Sym1HsTqsa2pYKhYL1j15
0.805,0.423,168840,0.667,6.31e-05,7,0.0682,-7.504,1,0.0521,72.745,4,0.535,0Nk21PfD8qsheZOk14wZrV
0.431,0.617,216120,0.467,0.0,0,0.107,-8.149,0,0.0654,205.874,4,0.799,4zUUkbANxHqIGNAtaQf0Qg
0.151,0.787,151499,0.805,0.0,4,0.266,-4.573,0,0.0379,138.026,4,0.886,14thjibrTAtkiIjomyzcqr
0.00114,0.951,222000,0.828,0.118,11,0.142,0.557,0,0.0851,130.087,4,0.87,3WYXseBxjdRXkVFzBfV8lJ
0.196,0.717,164664,0.947,3.44e-05,11,0.0752,-0.994,0,0.237,150.059,4,0.858,2xp93hqjNXVvRtF2cFkgHZ
0.00375,0.77,233133,0.801,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725,0Nk7bSn0MItonkR0GNs3mj
0.15,0.64,164534,0.741,0.0,0,0.153,-6.656,0,0.291,87.015,4,0.715,22LoY7zNZWb7Acob4cvCwn
0.791,0.37,215642,0.559,0.0,4,0.351,-5.94,0,0.0507,175.918,4,0.511,3TvgTTTWzbswS2pdd4yT08
0.913,0.466,218824,0.26,6.13e-06,9,0.103,-9.948,1,0.0303,135.302,4,0.173,1SZuBGA36PNNPiH1gw0ePn
0.00151,0.345,271000,0.62,0.0,3,0.0294,-6.146,1,0.0555,189.958,4,0.539,6TArTvSg0BD361340ZAxSW
0.842,0.736,155139,0.374,3.43e-06,0,0.152,-9.483,1,0.0329,108.065,4,0.626,5ZOFvIykP2xmZbDfNEhPWD
0.92,0.411,147347,0.361,2.36e-06,5,0.102,-8.466,1,0.0302,86.325,4,0.315,5uAtnvrLOUDcTp9sfpxaQt
0.158,0.818,201877,0.626,0.0625,2,0.107,-11.249,1,0.307,149.987,4,0.413,1G3XirmJ0RtchEDr85da3R
0.574,0.517,496421,0.627,0.0,2,0.148,-4.663,0,0.206,92.6,4,0.512,6WDSt0kRWTNQv4WasZf0rV
0.417,0.749,239750,0.863,0.0,6,0.108,-6.287,0,0.215,119.937,4,0.506,36d0fy3TbyWFR4mth7hpVd
0.696,0.679,237680,0.603,1.12e-05,11,0.126,-7.909,1,0.0251,94.008,4,0.454,5HPuyUCR1Y0pWvvL6vO6jw
0.444,0.846,237143,0.621,0.0,7,0.206,-4.356,1,0.0383,107.031,4,0.558,5ClmwNjQAz1RwLw16V8hsz
0.000199,0.548,216815,0.815,0.0,3,0.174,-4.189,0,0.0412,110.995,4,0.819,6sXFeZSXcPr1VDiHMe1KLZ
0.0592,0.423,160307,0.681,0.000177,10,0.0889,-9.756,1,0.0398,110.461,4,0.56,7AzFID6u1b3zIWbd9pb8Dk
0.988,0.286,685800,0.00658,0.851,9,0.133,-24.628,0,0.0519,74.831,4,0.0446,1QkaYl6bUYI2tZF7KyBrsP
0.0749,0.802,195613,0.637,0.0229,11,0.168,-8.558,1,0.0426,124.978,4,0.709,2LvzhAdpjL4twyEhpee8Bn
0.16,0.517,186781,0.63,6.04e-06,7,0.0994,-8.062,0,0.0502,173.899,4,0.584,771wVodigNSAl6Nh866rU7
0.439,0.458,97768,0.189,0.0816,2,0.113,-18.52,1,0.21,58.05,4,0.337,6fp3lSyCjmhzh4XPoHgdBI
